,name,company,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
2627,Force One SX ABS 7 Seating,Force,2018,13000.0,Diesel,Individual,Manual,First Owner,17.0,2200.0,139.01,7.0,1050000.0
2628,Tata Indigo CS eVX,Tata,2012,120000.0,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,300000.0
2629,Chevrolet Beat LT,Chevrolet,2011,90000.0,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,120000.0
2630,Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,9000.0,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,2625000.0
2631,Lexus ES 300h,Lexus,2019,20000.0,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,5150000.0
2632,Jaguar XF 2.0 Diesel Portfolio,Jaguar,2017,45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3200000.0
2633,Tata Safari Storme EX,Tata,2015,110000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,503000.0
2634,Volvo XC40 D4 Inscription BSIV,Volvo,2019,20000.0,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,3800000.0
2635,Toyota Camry 2.5 Hybrid,Toyota,2016,68089.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,2000000.0
2636,Maruti Wagon R LXI,Maruti,2013,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000.0
2637,Maruti Baleno Alpha 1.3,Maruti,2018,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000.0
2638,Honda Jazz VX,Honda,2016,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000.0
2639,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,750000.0
2640,Maruti Swift AMT VVT VXI,Maruti,2019,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000.0
2641,Toyota Etios VX,Toyota,2017,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000.0
2642,Maruti Swift AMT ZXI,Maruti,2018,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000.0
2643,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2017,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000.0
2644,BMW X4 M Sport X xDrive20d,BMW,2019,7500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5400000.0
2645,BMW X4 M Sport X xDrive20d,BMW,2019,8500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5500000.0
2646,Honda Amaze V CVT Petrol BSIV,Honda,2019,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000.0
2647,Skoda Rapid 1.6 MPI AT Elegance,Skoda,2016,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000.0
2648,Volvo V40 D3 R-Design,Volvo,2018,2000.0,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2475000.0
2649,Hyundai Santro Xing GLS,Hyundai,2011,50000.0,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0,170000.0
2650,Tata Indigo CS eLX BS IV,Tata,2010,42000.0,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,320000.0
2651,Maruti Celerio ZXI AT,Maruti,2016,17000.0,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,5.0,350000.0
2652,Maruti Swift AMT VXI,Maruti,2018,40000.0,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,500000.0
2653,Tata Indigo LS,Tata,2009,137000.0,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,135000.0
2654,Renault KWID RXL,Renault,2018,20000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,340000.0
2655,Hyundai Grand i10 Sportz,Hyundai,2020,70000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,330000.0
2656,Maruti SX4 Vxi BSIV,Maruti,2011,48756.0,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5.0,350000.0
2657,Toyota Fortuner 4x2 AT,Toyota,2015,30000.0,Diesel,Individual,Automatic,Second Owner,12.55,2982.0,168.5,7.0,1850000.0
2658,Hyundai Xcent 1.1 CRDi SX,Hyundai,2016,110000.0,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5.0,400000.0
2659,Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,2014,80322.0,Diesel,Dealer,Manual,First Owner,17.8,1399.0,67.0,5.0,325000.0
2660,Mahindra Scorpio 1.99 S4,Mahindra,2015,35000.0,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,1000000.0
2661,Mahindra Scorpio S2 7 Seater,Mahindra,2017,110000.0,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,7.0,850000.0
2662,Maruti SX4 ZDI Leather,Maruti,2012,70000.0,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,350000.0
2663,Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,9000.0,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,2625000.0
2664,Lexus ES 300h,Lexus,2019,20000.0,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,5150000.0
2665,Jaguar XF 2.0 Diesel Portfolio,Jaguar,2017,45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3200000.0
2666,Tata Safari Storme EX,Tata,2015,110000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,503000.0
2667,Volvo XC40 D4 Inscription BSIV,Volvo,2019,20000.0,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,3800000.0
2668,Toyota Camry 2.5 Hybrid,Toyota,2016,68089.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,2000000.0
2669,Maruti Wagon R LXI,Maruti,2013,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000.0
2670,Maruti Baleno Alpha 1.3,Maruti,2018,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000.0
2671,Honda Jazz VX,Honda,2016,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000.0
2672,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,750000.0
2673,Maruti Swift AMT VVT VXI,Maruti,2019,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000.0
2674,Toyota Etios VX,Toyota,2017,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000.0
2675,Maruti Swift AMT ZXI,Maruti,2018,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000.0
2676,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2017,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000.0
2677,BMW X4 M Sport X xDrive20d,BMW,2019,7500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5400000.0
2678,BMW X4 M Sport X xDrive20d,BMW,2019,8500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5500000.0
2679,Honda Amaze V CVT Petrol BSIV,Honda,2019,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000.0
2680,Skoda Rapid 1.6 MPI AT Elegance,Skoda,2016,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000.0
2681,Volvo V40 D3 R-Design,Volvo,2018,2000.0,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2475000.0
2682,Toyota Etios GD,Toyota,2012,90000.0,Diesel,Individual,Manual,First Owner,24.5,1498.0,98.6,7.0,500000.0
2683,Honda Mobilio RS i DTEC,Honda,2015,120000.0,Diesel,Individual,Manual,Second Owner,24.5,1498.0,98.6,7.0,550000.0
2684,Tata Safari Storme VX,Tata,2015,60000.0,Diesel,Individual,Manual,First Owner,14.0,2179.0,138.1,7.0,925000.0
2685,Mahindra Scorpio VLX AT AIRBAG BSIV,Mahindra,2010,97000.0,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,8.0,509999.0
2686,Mahindra Xylo D2,Mahindra,2011,100000.0,Diesel,Individual,Manual,Second Owner,13.0,2489.0,95.0,8.0,250000.0
2687,Hyundai i20 Active 1.2 SX,Hyundai,2015,36000.0,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,500000.0
2688,Hyundai Creta 1.4 CRDi S,Hyundai,2019,27000.0,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,1050000.0
2689,Maruti Swift Dzire VDI,Maruti,2014,50000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,490000.0
2690,Maruti Eeco 5 Seater AC BSIV,Maruti,2020,15000.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,415000.0
2691,Maruti Alto 800 LXI Anniversary Edition,Maruti,2013,60000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,190000.0
2692,Maruti Swift Dzire VDI,Maruti,2018,120000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,680000.0
2693,Maruti Alto 800 LXI Airbag,Maruti,2013,60000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,190000.0
2694,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Mahindra,2013,173000.0,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7.0,479000.0
2695,Maruti Alto 800 LXI,Maruti,2016,60000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,270000.0
2696,Hyundai i10 Era,Hyundai,2008,70000.0,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,170000.0
2697,Maruti Ciaz 1.4 Alpha,Maruti,2018,25000.0,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,764000.0
2698,Mahindra Bolero 2011-2019 SLE,Mahindra,2019,30000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,710000.0
2699,Maruti Alto 800 VXI,Maruti,2017,35000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,310000.0
2700,Mahindra Bolero Power Plus SLX,Mahindra,2017,100000.0,Diesel,Individual,Manual,Second Owner,16.5,1493.0,70.0,7.0,620000.0
2701,Hyundai EON Sportz,Hyundai,2017,31000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,280000.0
2702,Toyota Fortuner 4x2 AT,Toyota,2015,80000.0,Diesel,Individual,Automatic,Second Owner,12.55,2982.0,168.5,7.0,1500000.0
2703,Hyundai Grand i10 Asta Option,Hyundai,2016,40000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,450000.0
2704,Mercedes-Benz GLA Class 200 D Sport Edition,Mercedes-Benz,2017,10000.0,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,5.0,2199000.0
2705,Mercedes-Benz M-Class ML 350 CDI,Mercedes-Benz,2013,50000.0,Diesel,Individual,Automatic,First Owner,11.74,2987.0,254.8,5.0,3600000.0
2706,Ford Fiesta Classic 1.6 SXI Duratec,Ford,2008,60000.0,Petrol,Individual,Manual,Second Owner,15.3,1596.0,99.6,5.0,285000.0
2707,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2007,210000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,465000.0
2708,BMW 3 Series 320d Highline,BMW,2009,60000.0,Diesel,Individual,Automatic,Second Owner,16.07,1995.0,181.0,5.0,1100000.0
2709,Volkswagen Vento Diesel Highline,Volkswagen,2011,110000.0,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,350000.0
2710,Maruti Ertiga BSIV LXI,Maruti,2017,35000.0,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7.0,600000.0
2711,Maruti Baleno Delta 1.2,Maruti,2017,35000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,570000.0
2712,Maruti Alto K10 VXI,Maruti,2016,20000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,325000.0
2713,Mahindra XUV500 AT W6 1.99 mHawk,Mahindra,2016,54000.0,Diesel,Individual,Automatic,First Owner,16.0,1997.0,140.0,7.0,975000.0
2714,Hyundai i20 2015-2017 Sportz Option 1.2,Hyundai,2015,60000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,480000.0
2715,Maruti Alto 800 Base,Maruti,2014,10300.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,185000.0
2716,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,2015,50000.0,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5.0,1050000.0
2717,Maruti Baleno Alpha,Maruti,2019,3000.0,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,760000.0
2718,Volkswagen Polo 2015-2019 1.0 MPI Trendline,Volkswagen,2019,5000.0,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,5.0,570000.0
2719,Ford Fiesta 1.6 SXI ABS Duratec,Ford,2006,145000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,130000.0
2720,Maruti Baleno Alpha 1.2,Maruti,2018,13000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,700000.0
2721,Ford EcoSport 1.5 Ti VCT AT Titanium BSIV,Ford,2015,30000.0,Petrol,Individual,Automatic,First Owner,15.63,1499.0,110.4,5.0,775000.0
2722,BMW 7 Series 730Ld,BMW,2007,60000.0,Diesel,Individual,Automatic,Second Owner,14.49,2993.0,258.0,5.0,750000.0
2723,Chevrolet Spark 1.0 LS,Chevrolet,2010,100000.0,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,140000.0
2724,Maruti Alto 800 Base,Maruti,2016,40000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,220000.0
2725,Hyundai Santro Xing (Non-AC),Hyundai,2013,15000.0,Petrol,Individual,Manual,First Owner,0.0,1086.0,62.1,5.0,184000.0
2726,Toyota Qualis GS G1,Toyota,2002,275000.0,Diesel,Individual,Manual,Fourth & Above Owner,18.6,1197.0,81.83,5.0,210000.0
2727,Hyundai i20 2015-2017 Sportz 1.2,Hyundai,2017,50000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,440000.0
2728,Hyundai i20 Active 1.4 SX,Hyundai,2017,80000.0,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,650000.0
2729,Mahindra TUV 300 T8 AMT,Mahindra,2017,50000.0,Diesel,Individual,Automatic,First Owner,18.49,1493.0,100.0,7.0,660000.0
2730,Maruti Eeco CNG 5 Seater AC BSIV,Maruti,2017,30000.0,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,380000.0
2731,Toyota Corolla Altis Diesel D4DG,Toyota,2012,125000.0,Diesel,Individual,Manual,Second Owner,21.43,1364.0,87.2,5.0,415000.0
2732,Hyundai i10 Magna 1.1L,Hyundai,2012,110000.0,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,225000.0
2733,Maruti Ertiga VDI,Maruti,2013,30000.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,600000.0
2734,Maruti Ertiga ZDI,Maruti,2014,148000.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,620000.0
2735,Mahindra TUV 300 T6 Plus,Mahindra,2016,35000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,750000.0
2736,Hyundai Grand i10 Magna,Hyundai,2016,80000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,400000.0
2737,Maruti Wagon R LX,Maruti,2005,110000.0,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,110000.0
2738,Tata Indica Vista TDI LS,Tata,2012,95000.0,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5.0,119000.0
2739,Honda Amaze S i-Dtech,Honda,2015,25000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,600000.0
2740,Maruti Zen Estilo LXI Green (CNG),Maruti,2011,80000.0,CNG,Individual,Manual,First Owner,26.3,998.0,67.1,5.0,200000.0
2741,Tata Zest Quadrajet 1.3 XMS,Tata,2014,60000.0,Diesel,Individual,Manual,Second Owner,23.0,1248.0,88.7,5.0,280000.0
2742,Skoda Rapid 1.6 MPI Ambition,Skoda,2013,100000.0,Petrol,Individual,Manual,First Owner,15.0,1598.0,105.0,5.0,375000.0
2743,Datsun GO Plus T Option BSIV,Datsun,2016,50000.0,Petrol,Individual,Manual,First Owner,19.44,1198.0,67.0,7.0,350000.0
2744,Hyundai Xcent 1.2 CRDi SX Option,Hyundai,2017,31000.0,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,620000.0
2745,Maruti Swift Dzire VDI,Maruti,2017,120000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,570000.0
2746,Maruti Swift Dzire VDi,Maruti,2012,105000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,290000.0
2747,Maruti Ertiga SHVS ZDI Plus,Maruti,2016,120000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,711000.0
2748,Maruti Swift VDI,Maruti,2012,60000.0,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,370000.0
2749,Maruti Dzire LXI,Maruti,2020,15000.0,Petrol,Individual,Manual,First Owner,23.26,1197.0,88.5,5.0,550000.0
2750,Maruti Swift VXI,Maruti,2013,150000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,325000.0
2751,Honda Amaze VX Diesel BSIV,Honda,2018,93000.0,Diesel,Individual,Manual,First Owner,27.4,1498.0,98.63,5.0,670000.0
2752,Hyundai i10 Magna 1.1L,Hyundai,2017,42000.0,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,385000.0
2753,Hyundai Santro Xing GLS,Hyundai,2008,80000.0,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,114999.0
2754,Hyundai Santro Xing GLS,Hyundai,2010,90000.0,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,200000.0
2755,Maruti Vitara Brezza VDi AMT,Maruti,2019,6500.0,Diesel,Individual,Automatic,First Owner,24.3,1248.0,88.5,5.0,860000.0
2756,Maruti Baleno Delta 1.3,Maruti,2018,60000.0,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,600000.0
2757,Maruti Alto K10 VXI,Maruti,2016,110000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,265000.0
2758,Tata Indica V2 Emax CNG GLX,Tata,2015,60000.0,CNG,Individual,Manual,Second Owner,23.7,1193.0,55.23,5.0,155000.0
2759,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,Maruti,2019,60000.0,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,900000.0
2760,Maruti Ertiga VDI,Maruti,2013,170000.0,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,650000.0
2761,Maruti 800 EX,Maruti,2004,220000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,70000.0
2762,Maruti Alto 800 LXI,Maruti,2012,80000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,180000.0
2763,Hyundai EON Magna Plus,Hyundai,2013,57000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,200000.0
2764,Hyundai i10 Magna 1.1L,Hyundai,2014,100000.0,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,300000.0
2765,Hyundai Verna 1.6 VTVT S,Hyundai,2015,40000.0,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,5.0,650000.0
2766,Maruti Alto 800 LXI,Maruti,2014,40000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,267000.0
2767,Maruti Wagon R LXI CNG,Maruti,2018,50000.0,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,450000.0
2768,Hyundai Grand i10 Sportz,Hyundai,2014,90000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,400000.0
2769,Mahindra Xylo D4 BSIV,Mahindra,2012,86000.0,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,8.0,310000.0
2770,Tata Nano Cx,Tata,2009,15000.0,Petrol,Individual,Manual,First Owner,26.0,624.0,35.0,4.0,70000.0
2771,Mahindra Bolero 2011-2019 EX AC,Mahindra,2017,70000.0,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,675000.0
2772,Ford Classic 1.6 Duratec Titanium,Ford,2013,120000.0,Petrol,Individual,Manual,First Owner,14.09,1596.0,99.6,5.0,350000.0
2773,Maruti Alto K10 VXI,Maruti,2014,80000.0,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,240000.0
2774,Tata Indigo CS LX (TDI) BS-III,Tata,2014,80000.0,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,185000.0
2775,Hyundai EON Era Plus,Hyundai,2017,50000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,250000.0
2776,Maruti Alto LXi,Maruti,2009,100000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,135000.0
2777,Hyundai Verna 1.6 SX,Hyundai,2011,80000.0,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,500000.0
2778,Tata New Safari DICOR 2.2 VX 4x2,Tata,2010,108957.0,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,300000.0
2779,Tata Tiago 1.2 Revotron XT,Tata,2017,68000.0,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,328000.0
2780,Mahindra Bolero 2011-2019 SLE BSIII,Mahindra,2015,65000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,509999.0
2781,Mahindra Xylo H9,Mahindra,2015,110000.0,Diesel,Individual,Manual,Second Owner,14.02,2179.0,118.3,8.0,575000.0
2782,Mahindra Xylo E8 ABS Airbag BSIV,Mahindra,2012,50000.0,Diesel,Individual,Manual,First Owner,12.2,2498.0,112.0,8.0,700000.0
2783,Maruti Wagon R LXI Minor,Maruti,2008,100000.0,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,5.0,105000.0
2784,Maruti 800 AC,Maruti,2008,80000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,60000.0
2785,Maruti Alto LXi BSIII,Maruti,2008,80000.0,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,112999.0
2786,Tata Indica Vista TDI LS,Tata,2015,120000.0,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5.0,229999.0
2787,Ford Figo Diesel ZXI,Ford,2012,150000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,325000.0
2788,Hyundai i20 1.2 Spotz,Hyundai,2017,20000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,650000.0
2789,Tata Indigo LX,Tata,2009,80000.0,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,85000.0
2790,Honda Mobilio RS Option i DTEC,Honda,2015,93000.0,Diesel,Individual,Manual,Second Owner,24.5,1498.0,98.6,7.0,570000.0
2791,Maruti Swift VDI BSIV,Maruti,2015,134000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,525000.0
2792,Hyundai i20 Magna,Hyundai,2013,90000.0,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,350000.0
2793,Maruti Swift VXI with ABS,Maruti,2007,60000.0,Petrol,Individual,Manual,First Owner,16.6,1197.0,85.0,5.0,250000.0
2794,Mahindra Xylo D2 BS IV,Mahindra,2010,120000.0,Diesel,Individual,Manual,Second Owner,14.0,2489.0,95.0,8.0,300000.0
2795,Jeep Compass 2.0 Limited Option,Jeep,2017,30000.0,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,1325000.0
2796,Hyundai i20 2015-2017 Asta 1.4 CRDi,Hyundai,2017,22200.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,650000.0
2797,Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,2018,6000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,520000.0
2798,Maruti Swift VXI Deca,Maruti,2016,32000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,500000.0
2799,Renault KWID RXL,Renault,2016,90000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,220000.0
2800,Maruti Ciaz 1.3 Alpha,Maruti,2017,78000.0,Diesel,Individual,Manual,Third Owner,28.09,1248.0,88.5,5.0,650000.0
2801,Honda WR-V i-VTEC VX,Honda,2017,12000.0,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,819999.0
2802,Renault Duster 85PS Diesel RxL Explore,Renault,2016,120000.0,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,645000.0
2803,Maruti Ertiga SHVS VDI,Maruti,2015,40000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,780000.0
2804,Honda City 2017-2020 EXi,Honda,2008,110000.0,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,215000.0
2805,Toyota Innova 2.5 V Diesel 7-seater,Toyota,2007,260000.0,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,7.0,600000.0
2806,Maruti Alto LX,Maruti,2011,10000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,114999.0
2807,Tata Indica V2 LSi,Tata,2012,12000.0,Petrol,Individual,Manual,First Owner,16.84,1193.0,64.4,5.0,75000.0
2808,Chevrolet Beat LT,Chevrolet,2011,60000.0,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,120000.0
2809,Renault KWID RXT Optional,Renault,2016,41000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,250000.0
2810,Maruti Omni E MPI STD BS IV,Maruti,2018,25000.0,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,200000.0
2811,Hyundai Xcent 1.2 Kappa S,Hyundai,2015,30000.0,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,380000.0
2812,Honda Amaze S Option i-DTEC,Honda,2018,50000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,560000.0
2813,Maruti Ignis 1.2 Zeta BSIV,Maruti,2018,10000.0,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,575000.0
